description,id,protected,url,public_metrics,verified,pinned_tweet_id,username,location,name,profile_image_url,created_at,withheld
"🌎 PERSONAL TRAINER & COACH MENTAL
💡 SPORT, MINDSET & NUTRITION
🌱 PLANT BASED",69271256,False,https://t.co/3iag27CXoA,"{'followers_count': 539, 'following_count': 221, 'tweet_count': 17753, 'listed_count': 113}",False,,VPTRAINER,Paris,Vincent Pedraza,https://pbs.twimg.com/profile_images/1438842582042300418/0Qkw2WS7_normal.jpg,2009-08-27T11:58:52.000Z,
We R more alike than they want U 2 No: If my people who R called by my name will humble themselves- My opinions only- NOT my employer. Retweets Not Endorsement,62090142,False,,"{'followers_count': 4766, 'following_count': 4789, 'tweet_count': 85873, 'listed_count': 12}",False,1.5360021241647675e+18,tnhalfbreed,USA aRepublic if WeCanKeepHer ,➕➕➕TrumpWasRight👁💗 America💗Jesus💗 Family,https://pbs.twimg.com/profile_images/1518922768443711489/zZ0jw_9Q_normal.jpg,2009-08-01T18:35:59.000Z,
Je vis avec la maladie de #CharcotMarieTooth à progression lente depuis 1980. Né à Paris (18éme). Vivre & survivre c'est ma philosophie. Prenez soin de vous.,890894992159510528,False,https://t.co/uQNWE7NN8v,"{'followers_count': 524, 'following_count': 999, 'tweet_count': 58166, 'listed_count': 6}",False,1.5192385655233372e+18,patrick_bertaux,Granville ,Patrick BERTAUX 🇨🇵😷,https://pbs.twimg.com/profile_images/1532791147071950848/yP9UZdtO_normal.jpg,2017-07-28T11:21:32.000Z,
"journaliste indépendant au cœur de l'actualité politique, nationale et internationale. également présent sur Facebook https://t.co/ZDasg3CTrL",72516079,False,,"{'followers_count': 42966, 'following_count': 135, 'tweet_count': 569780, 'listed_count': 403}",False,1.535866604478681e+18,ActusNonStop,paris,infos non stop,https://pbs.twimg.com/profile_images/1471189445370163208/Gq0IuGWe_normal.jpg,2009-09-08T09:44:32.000Z,
,991737936,False,,"{'followers_count': 100, 'following_count': 218, 'tweet_count': 8338, 'listed_count': 5}",False,,WokaMoka,Earth (Milky Way),WokaMoka 1+1+1,https://pbs.twimg.com/profile_images/1500531674387525633/9wtsbQF3_normal.jpg,2012-12-05T20:49:30.000Z,
"Vous voulez une société plus juste, plus démocratique et plus écologiste ? rejoignez #Generations et @benoithamon",881960340698935296,False,,"{'followers_count': 678, 'following_count': 622, 'tweet_count': 1673, 'listed_count': 6}",False,1.1073018496343532e+18,Generations_20e,Paris 20e ,Génération.s Paris20e,https://pbs.twimg.com/profile_images/1268618448130752515/cuK-knkw_normal.jpg,2017-07-03T19:38:26.000Z,
,1352574787827232768,False,,"{'followers_count': 22, 'following_count': 141, 'tweet_count': 3536, 'listed_count': 0}",False,1.5130346953108234e+18,Forza22064692,,Venom,https://pbs.twimg.com/profile_images/1513179832791846918/4lNhR9WI_normal.jpg,2021-01-22T11:12:26.000Z,
Acteur film série clip rap Français web série ( Marsiglialaserie)pub https://t.co/jJIWbvORG4,1392150937750450179,False,https://t.co/7AL2pdnb82,"{'followers_count': 24, 'following_count': 186, 'tweet_count': 348, 'listed_count': 1}",False,1.5360217186780938e+18,CousinCyril5,"Marseille, France",Cousin Cyril,https://pbs.twimg.com/profile_images/1529827189943701504/p_lcWjr0_normal.jpg,2021-05-11T16:14:06.000Z,
"Desvelar las mentiras de los poderosos y dar voz a los trabajadores, las mujeres y la juventud. Sitio de información de @CRTorg Telegram 📲 https://t.co/0FIEl0rN4K",3306969352,False,https://t.co/vDt8lQYqRL,"{'followers_count': 10996, 'following_count': 1449, 'tweet_count': 36275, 'listed_count': 176}",True,,iDiarioES,Estado Español,IzquierdaDiario.es,https://pbs.twimg.com/profile_images/1511039946542522381/ARns1NoJ_normal.jpg,2015-06-03T10:25:42.000Z,
,1526123955131662337,False,,"{'followers_count': 1, 'following_count': 29, 'tweet_count': 64, 'listed_count': 0}",False,,__Soleil____6,,music _soleil,https://pbs.twimg.com/profile_images/1531751584903925761/8xTZfwjv_normal.jpg,2022-05-16T08:54:46.000Z,
"Républicain, patriote, social. Vaste programme...",1263368662913896449,False,,"{'followers_count': 28, 'following_count': 239, 'tweet_count': 770, 'listed_count': 0}",False,,DAVID90778968,,DAVID,https://pbs.twimg.com/profile_images/1272102757680414720/gHWaT7-h_normal.jpg,2020-05-21T07:19:40.000Z,
"Produits orientaux -
Savon d'Alep - Savon de Marseille 
portable : 06 51 66 69 51
evan.epicerie@gmail.com",1308072462438076420,False,https://t.co/TsohGbHjTF,"{'followers_count': 22, 'following_count': 89, 'tweet_count': 1760, 'listed_count': 0}",False,,EEpicerie,"Le Mans, France",Evan Épicerie,https://pbs.twimg.com/profile_images/1506552678113021954/Ityeon2X_normal.jpg,2020-09-21T15:56:08.000Z,
"Or Norme, un regard ON/OFF sur l'actualité à Strasbourg...et ailleurs 🌐#strasbourg #eurométropole #magazine #media",1220301038370140160,False,https://t.co/EozoyzcJeq,"{'followers_count': 168, 'following_count': 139, 'tweet_count': 641, 'listed_count': 2}",False,,or_norme,Strasbourg,Or Norme,https://pbs.twimg.com/profile_images/1255417082373693441/b_BvFuml_normal.jpg,2020-01-23T11:03:52.000Z,
Enjoy sharing my vintage pieces with all its fabulous nuances.  Some will never return again.  Please take a moment to casually shop around in my shop.,870410856,False,https://t.co/FGwaazPbQr,"{'followers_count': 6506, 'following_count': 520, 'tweet_count': 1430873, 'listed_count': 126}",False,,renaissancefai,Western New York,Renaissance Fair,https://pbs.twimg.com/profile_images/1478413438946787332/ZUhFq80h_normal.jpg,2012-10-09T18:53:41.000Z,
Recién caído en la trinchera de la censura. Freedom Warrior 3. Anti Globalista y defensor de la libertad,1469478409881464841,False,,"{'followers_count': 921, 'following_count': 1151, 'tweet_count': 10549, 'listed_count': 3}",False,1.5172161875658831e+18,GenocidioEnVena,,FreedomWarrior,https://pbs.twimg.com/profile_images/1495821761862148097/RhzzexQd_normal.jpg,2021-12-11T01:25:47.000Z,
https://t.co/oFOZYgueLh,761890876851425280,False,https://t.co/IblGRNw7ET,"{'followers_count': 3659, 'following_count': 4988, 'tweet_count': 112925, 'listed_count': 25}",False,1.173104595578626e+18,magnifyk,,Avilon Joel,https://pbs.twimg.com/profile_images/761892673854865408/h2zzspvJ_normal.jpg,2016-08-06T11:45:15.000Z,
"DJ/Producer/Songwriter/TopLiner/Singer Join me every Sunday on @drumsradio for my weekly mix show Donkela 
5pm Lon | 6pm Par | 6pm Jbg 
bookings@atalmusic.com",35214984,False,https://t.co/y0rWyINZOR,"{'followers_count': 2106, 'following_count': 156, 'tweet_count': 9350, 'listed_count': 61}",False,1.532804129978032e+18,HannaHaisParis,Paris,Hanna Haïs,https://pbs.twimg.com/profile_images/1225746263452327937/9yXfJJZU_normal.jpg,2009-04-25T13:53:26.000Z,
"Restaurant de spécialité libanaise 🇫🇷 🇱🇧
Paris, France depuis 1992
TRAITEUR, MEZZE, CHAWARMA, FALAFEL",1536014241211326465,False,,"{'followers_count': 1, 'following_count': 2, 'tweet_count': 2, 'listed_count': 0}",False,,Rannouchcity,"44 R. de Turbigo, 75003 Paris",RANNOUCH CITY,https://pbs.twimg.com/profile_images/1536014386388783105/v2I9MSkJ_normal.jpg,2022-06-12T15:55:41.000Z,
2022: J’ai décidé de vendre mon appartement pour récupérer du cash et m’exposer d’avantage au Cryptos;NFT; Art; Montre;Suivez mes 📉📈 Signature 25/04/2022 #BTC,1438390360074510337,False,,"{'followers_count': 249, 'following_count': 776, 'tweet_count': 1018, 'listed_count': 23}",False,1.505177559503356e+18,ActionCrypto3,,Sheep-Moon ⚛️,https://pbs.twimg.com/profile_images/1478715847510310912/v82476on_normal.jpg,2021-09-16T06:32:55.000Z,
Citoyen concerné par la vie de la porte de Saint Cloud,1468633753698246658,False,,"{'followers_count': 135, 'following_count': 401, 'tweet_count': 393, 'listed_count': 1}",False,,citoyen_auteuil,"Paris, France",Citoyen d’Auteuil sud,https://pbs.twimg.com/profile_images/1468635694100848645/FBZVq3J-_normal.jpg,2021-12-08T17:29:27.000Z,
,971379715155087360,False,,"{'followers_count': 13, 'following_count': 65, 'tweet_count': 1293, 'listed_count': 0}",False,,valvarenne,,Valeuse,https://pbs.twimg.com/profile_images/971382980605284358/JmSzCzS5_normal.jpg,2018-03-07T13:39:06.000Z,
#paintweet  #TGD2018 PulpFiction& Pray #tGD2017 HOPE  #tgd2016 HELP   #tgd2015 Cosmos  #TGD2014 What is History? #theGreatDays2013 Irony michel.choi09@gmail.com,3150241173,False,,"{'followers_count': 35, 'following_count': 31, 'tweet_count': 3502, 'listed_count': 2}",False,1.386339708930863e+18,the_great_days,,The Great Days,https://pbs.twimg.com/profile_images/600291057222430722/4wkmcmL__normal.jpg,2015-04-09T04:44:33.000Z,
Official Chillaxation Internet Radio Station,825790602830815233,False,https://t.co/K5QCdZ9KwL,"{'followers_count': 462, 'following_count': 367, 'tweet_count': 86224, 'listed_count': 9}",False,1.238626541317378e+18,smoothjazznola,"New Orleans, LA",SmoothJazzNola,https://pbs.twimg.com/profile_images/1513479307703767040/TquE0NFO_normal.jpg,2017-01-29T19:39:56.000Z,
Les choses de la vie. Journaliste à @France2tv @Francetele Dans les choses banales on trouve toujours de l’extraordinaire si l’on exerce son œil.,381984284,False,,"{'followers_count': 353, 'following_count': 998, 'tweet_count': 3670, 'listed_count': 11}",False,,Mimouni_Jamila,,Jamila Mimouni,https://pbs.twimg.com/profile_images/1228764978762612736/Yua-3fof_normal.jpg,2011-09-29T08:55:47.000Z,
Actualités des transports de Paris: #RATP #RER #Transilien #SNCF #Paris,1287483433023942661,False,,"{'followers_count': 41, 'following_count': 138, 'tweet_count': 7760, 'listed_count': 2}",False,,MyTransitParis,"Paris, France",MyTransit Paris,https://pbs.twimg.com/profile_images/1287486437936570378/cG8IV2sQ_normal.jpg,2020-07-26T20:22:44.000Z,
Famalia mea amica mea 💗Matt baby Star ✨,480435127,False,,"{'followers_count': 393, 'following_count': 345, 'tweet_count': 1368, 'listed_count': 0}",False,1.5127334315365376e+18,MissJadeReader,,Jade Reader,https://pbs.twimg.com/profile_images/1529358032391520256/jugRzqRs_normal.jpg,2012-02-01T14:01:25.000Z,
"Author of ""The Paris Hook-Up"" | owner of 1 farmhouse that sleeps a small family | luv ☕ & pretty things 👗 & 🌈people 😊 | blogs @ https://t.co/wTQ1UJnYO0 | DMs 🎙",1503383208301412357,False,https://t.co/73MlOTme86,"{'followers_count': 219, 'following_count': 259, 'tweet_count': 1031, 'listed_count': 1}",False,1.5250568479961495e+18,TierneyMoore2,"Surrey, UK",Tierney Moore is in Monte Carlo,https://pbs.twimg.com/profile_images/1506457795662647296/NoZgTqFk_normal.jpg,2022-03-14T14:51:20.000Z,
,409044097,False,https://t.co/sym2Sq4jB4,"{'followers_count': 285, 'following_count': 476, 'tweet_count': 6055, 'listed_count': 0}",False,,Anthonybechara,,Anthony Bechara,https://pbs.twimg.com/profile_images/1523032029096517632/nCXH6pg2_normal.jpg,2011-11-10T06:28:45.000Z,
,3336368189,False,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 2, 'listed_count': 0}",False,,LylouMartini,,Martini lylou,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2015-06-20T07:40:13.000Z,
Experience France travel at a reasonable cost. Find Paris travel ideas &inspirations.  🌻🌷🌸Follow for more tips. Street art tours coming soon.,1202682999004893184,False,https://t.co/LFdGPcCm2G,"{'followers_count': 441, 'following_count': 336, 'tweet_count': 6253, 'listed_count': 4}",False,1.5217889208366323e+18,paristravelgems,"Paris, France",ROBBIE |BlOGGER,https://pbs.twimg.com/profile_images/1466073992968777734/THBjfBX6_normal.jpg,2019-12-05T20:17:14.000Z,
#NowPlaying @ https://t.co/MO0abkp1fD RT @myurbantunesllc #paris #italy #haiti #haitianpride #ayiti #antilles #myplaylist #zoukkompa24seven @hiphopiqinix,1040191557817851904,False,https://t.co/400Z9rAkDr,"{'followers_count': 21, 'following_count': 0, 'tweet_count': 12155, 'listed_count': 0}",False,1.0409686007089644e+18,Zouk24Seven,"Florida, USA",Zouk Kompa 24 Seven,https://pbs.twimg.com/profile_images/1392882730749280257/X7-y378x_normal.jpg,2018-09-13T10:52:47.000Z,
The Most Trusted Name In Travel since 1957.,66244710,False,https://t.co/vyolc5yUyQ,"{'followers_count': 171675, 'following_count': 31542, 'tweet_count': 95035, 'listed_count': 2864}",True,1.5037793274266703e+18,Frommers,Everywhere,Frommer's,https://pbs.twimg.com/profile_images/1268072975175041024/fgHl9acJ_normal.jpg,2009-08-17T01:44:37.000Z,
Hey guys! 😍 hey_its_meow here! #chaturbate 😍😍😍,1530925648142802946,False,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 28, 'listed_count': 0}",False,,heyitsmeow2,,hey_its_meow,https://pbs.twimg.com/profile_images/1530931502715916289/xl1Xum49_normal.jpg,2022-05-29T14:55:05.000Z,
"I am a bot that evaluates articles. If you want to run the same NLP tools yourself, check out our website, or the Valurank extension on the chrome web store.",1442161841912700929,False,https://t.co/O54Ogzib02,"{'followers_count': 162, 'following_count': 371, 'tweet_count': 90655, 'listed_count': 4}",False,,valurank,"Austin, TX",Valurank,https://pbs.twimg.com/profile_images/1522011744847204353/bP7SdPVd_normal.jpg,2021-09-26T16:19:54.000Z,
I started HIGHTITUDE (Company) in 2002 and currently run the sister brands LEUST and L(e)UST I created. #popmodern,2732287103,False,https://t.co/637w1Rkiwr,"{'followers_count': 35, 'following_count': 394, 'tweet_count': 729, 'listed_count': 1}",False,,wildcardsparis,paris,@BGPRIMETIME,https://pbs.twimg.com/profile_images/1213868094952759297/V39o1QFG_normal.jpg,2014-08-03T08:55:08.000Z,
,1309140002,False,,"{'followers_count': 8, 'following_count': 8, 'tweet_count': 1910, 'listed_count': 2}",False,,GacoxStudios,,Gacox Studios,https://pbs.twimg.com/profile_images/1435564300484202496/zq8KCw7T_normal.jpg,2013-03-28T01:57:09.000Z,
🌫 SPIRITs’ NFT’S 📈 brave0.tez 🌮 I PROMISE ; stuck on eye ☸️ https://t.co/HkTxChTZAc ☯️creating 1/1 ART DAILY ⚛️CURATOR 🖼,248757990,False,https://t.co/bmkF2DUPsb,"{'followers_count': 14705, 'following_count': 13455, 'tweet_count': 407756, 'listed_count': 78}",False,1.535574068988203e+18,brave0nft,NftTown,NFT search engine 🌈daily auction,https://pbs.twimg.com/profile_images/1520461028630351874/XRiOP03a_normal.jpg,2011-02-07T17:23:14.000Z,
"Portrait and boudoir photographer in Paris.
IG: moreni_nelson2
Interested by a shooting, reach me.
want to see more pictures, check my private gallery",1527012258257244160,False,https://t.co/QIOzLyJmHw,"{'followers_count': 100, 'following_count': 56, 'tweet_count': 16, 'listed_count': 0}",False,,MoreniNelson,"Paris, Frankreich",Moreni Nelson,https://pbs.twimg.com/profile_images/1527013800712495105/oWIT7tFm_normal.jpg,2022-05-18T19:44:40.000Z,
♧◇○ VOLEZ ; VOGUEZ ; VOYAGEZ // Parce que la différence est une force ! // Tweets are my own // Féministe de la 1ère heure #Horizons2027 @horizonsjeunes,327394021,False,,"{'followers_count': 243, 'following_count': 412, 'tweet_count': 4841, 'listed_count': 7}",False,,MoricetA,"Fécamp, France",Antoine Moricet 🇪🇺,https://pbs.twimg.com/profile_images/1193542561543196674/4v32ovlw_normal.jpg,2011-07-01T14:01:37.000Z,
,2691912762,False,,"{'followers_count': 1776, 'following_count': 1633, 'tweet_count': 4504, 'listed_count': 90}",False,,KeyIntDesigner,,KeyInteriorDesigner,https://pbs.twimg.com/profile_images/856823838830735360/YUfgCck2_normal.jpg,2014-07-30T05:52:43.000Z,
1,1507317543274696714,False,,"{'followers_count': 3, 'following_count': 1, 'tweet_count': 234, 'listed_count': 0}",False,,Ansh_dogra10,"Himachal Pradesh, India",Ansh Dogra,https://pbs.twimg.com/profile_images/1522286197741039616/hUZkDN8E_normal.jpg,2022-03-25T11:24:56.000Z,
"Interdit aux moins de 18 ans. Site pour Adultes
Power BEUR-BLACK-MIGRANT. gay- pro-migrant, anticolonial, oui à la diversité, woke",1264919095356657664,False,https://t.co/mQf4w9KbBb,"{'followers_count': 2427, 'following_count': 756, 'tweet_count': 3891, 'listed_count': 4}",False,,samssam69208242,,soumis gay,https://pbs.twimg.com/profile_images/1423286119207108613/a_Zu0dln_normal.jpg,2020-05-25T13:59:57.000Z,
I started HIGHTITUDE (Company) in 2002 and currently run the sister brands LEUST and L(e)UST I created. #popmodern,2732287103,False,https://t.co/637w1Rkiwr,"{'followers_count': 35, 'following_count': 394, 'tweet_count': 729, 'listed_count': 1}",False,,wildcardsparis,paris,@BGPRIMETIME,https://pbs.twimg.com/profile_images/1213868094952759297/V39o1QFG_normal.jpg,2014-08-03T08:55:08.000Z,
,1386983371579002882,False,,"{'followers_count': 18, 'following_count': 0, 'tweet_count': 1914, 'listed_count': 0}",False,,Azertyu28495328,,poi rety,https://pbs.twimg.com/profile_images/1386983576709832704/_NOx93YF_normal.jpg,2021-04-27T09:59:51.000Z,
,1530586110589640710,False,,"{'followers_count': 9, 'following_count': 28, 'tweet_count': 351, 'listed_count': 0}",False,,perrignac,,H,https://pbs.twimg.com/profile_images/1531082455372947457/_oj_gpHv_normal.jpg,2022-05-28T16:26:02.000Z,
Radios • Podcasts • Articles,1351521011250974720,False,https://t.co/XS3HmrTzjy,"{'followers_count': 343, 'following_count': 42, 'tweet_count': 350, 'listed_count': 3}",False,,AirZenRadio,France,AirZen - Le média 100% positif,https://pbs.twimg.com/profile_images/1488672373733744644/38rprPSZ_normal.jpg,2021-01-19T13:25:02.000Z,
hotass01 here! - love being yours ;-) #chaturbate 😍😍😍,1530935348439568384,False,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 28, 'listed_count': 0}",False,,hotass011,,hotass01,https://pbs.twimg.com/profile_images/1530935898002427904/h5ZxY_e0_normal.jpg,2022-05-29T15:33:38.000Z,
"Avocat et écrivain, collectionneur, voyageur, AMCO et AMCNB, Secrétaire général  du Musée Yves Saint Laurent-Paris",30831763,False,https://t.co/sCePdyoaFu,"{'followers_count': 11661, 'following_count': 5681, 'tweet_count': 18549, 'listed_count': 186}",False,1.535182616877572e+18,EmmanuelPierrat,"Paris, France",Emmanuel Pierrat,https://pbs.twimg.com/profile_images/808726577018273800/cImKYqTH_normal.jpg,2009-04-13T08:28:13.000Z,
"Le Paris d'antan par les cartes postales du début du XXe siècle (entre 1900 et 1914 généralement), par @cartorum
✏ Corrections sur les pages en lien.",1405930262651932674,False,https://t.co/RMXvNCxYyV,"{'followers_count': 642, 'following_count': 42, 'tweet_count': 10978, 'listed_count': 5}",False,,ParisAntan,"Paris, Frankreich",Paris d'autrefois,https://pbs.twimg.com/profile_images/1405932282439929862/xx65L9q7_normal.jpg,2021-06-18T16:48:14.000Z,
"La magie, ça n'existe pas. La vraie magie, c'est que même s'il y a des choses irréparables, on survit à presque tout...",35481150,False,,"{'followers_count': 2552, 'following_count': 726, 'tweet_count': 53608, 'listed_count': 214}",False,,ViviFamily,France/Rodez,★ Virginie ★,https://pbs.twimg.com/profile_images/1436426985480278018/h_CnuwiL_normal.jpg,2009-04-26T14:59:47.000Z,
Learn French with me. I displayed every hour new french words for you ! That's 100% free ! :D,899179967233372160,False,https://t.co/DzdCfPAeQM,"{'followers_count': 2086, 'following_count': 1, 'tweet_count': 20325, 'listed_count': 29}",False,,DailyFrench_,France,Daily French,https://pbs.twimg.com/profile_images/899185620823801857/XGT6iR4f_normal.jpg,2017-08-20T08:03:04.000Z,
"Compte officiel de @Motorlegend 👉Essais vidéos, reportages, petites annonces... Partagez votre passion #automobile avec nous !! #auto #Supercars",84569114,False,https://t.co/3jeiZ3iJrM,"{'followers_count': 1634, 'following_count': 44, 'tweet_count': 8125, 'listed_count': 44}",False,,Motorlegend,Paris,Motorlegend,https://pbs.twimg.com/profile_images/490022157003407361/_5d0qp_8_normal.jpeg,2009-10-23T11:46:02.000Z,
Compte officiel de https://t.co/S0bJsBoHs9,1483799027749687297,False,https://t.co/hebHGFjtad,"{'followers_count': 1, 'following_count': 2, 'tweet_count': 95, 'listed_count': 0}",False,,Motorgreenfr,,Motorgreen,https://pbs.twimg.com/profile_images/1483799700977426435/dzOejEDU_normal.jpg,2022-01-19T13:52:50.000Z,
"I am a HDR photographer, I specialize in #art for different #trades. #Firefighters,#Barbers,#Doctors,#Pharmacy,#Chef,#Steampunk,#Dentists, Items for #Decorators",333336403,False,https://t.co/67ZlaCRRIO,"{'followers_count': 7710, 'following_count': 8202, 'tweet_count': 22027, 'listed_count': 280}",False,,MikeSavad,"Westfield, NJ",Mike Savad,https://pbs.twimg.com/profile_images/1531967908464709633/uq-XEWmp_normal.jpg,2011-07-11T11:23:42.000Z,
actor,1523899336975089665,False,,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 70, 'listed_count': 0}",False,,StanZayo,,stan zayo,https://pbs.twimg.com/profile_images/1523899585600831489/7FfVhSWQ_normal.png,2022-05-10T05:35:48.000Z,
We will continue to create future sounds for God's spare time https://t.co/oNcsSYrofR,1518643277511426048,False,https://t.co/VkRZIecyNU,"{'followers_count': 47, 'following_count': 808, 'tweet_count': 1516, 'listed_count': 0}",False,,Chicago________,Chicago,Chicago Secret Society,https://pbs.twimg.com/profile_images/1521844824764166144/nlquDz7T_normal.jpg,2022-04-25T17:29:15.000Z,
"Tweeting about the actual waiting time and which attraction is interrupted in Disneyland Paris.

Not allied to the Disney company.",791590844050599936,False,https://t.co/LpG45zd77d,"{'followers_count': 2796, 'following_count': 42, 'tweet_count': 138077, 'listed_count': 20}",False,1.4769990503313695e+18,DlpStats,"Marne-la-Vallée, France",DLP Stats,https://pbs.twimg.com/profile_images/1239268823301324807/teASgU5A_normal.jpg,2016-10-27T10:42:19.000Z,
"Les stars du rire !
De 06h à 10h, c'est le #MorningDuRire avec Bruno Roblès ! 🔊",372453366,False,https://t.co/eLWeJYMCE5,"{'followers_count': 22495, 'following_count': 783, 'tweet_count': 38763, 'listed_count': 199}",True,,rirechansons,"Paris, France",Rire et Chansons,https://pbs.twimg.com/profile_images/1231647104088584195/N9An0p92_normal.jpg,2011-09-12T20:10:39.000Z,
"Hi, I'm a professional graphic and html email signature designer.
Do you need #emailsignature #htmlsignature #clickablesignature #gmailsignature 
let me know",1349994255863869441,False,https://t.co/iJj32i3MUq,"{'followers_count': 4, 'following_count': 15, 'tweet_count': 1302, 'listed_count': 1}",False,,Clickablesigna3,,Clickable signature,https://pbs.twimg.com/profile_images/1349994417432612866/RZp-1rxp_normal.jpg,2021-01-15T08:18:16.000Z,
"Papa de 4 garçons🧒🧒🧒🧒, Bénévole @CabaretVert #cv22 @VISOV1 @adrasec08 Management, Ambassadeur | #LifeAtOrange #EmployeeAdvocacy @orange | 📸#ardennes",100966267,False,https://t.co/X4Y4xoRd9e,"{'followers_count': 3309, 'following_count': 3536, 'tweet_count': 20873, 'listed_count': 145}",False,1.5345707736413676e+18,geralddefoing,Ardennes,Gérald Defoing 🟧 #VivaTech,https://pbs.twimg.com/profile_images/1535644491264270336/1GuU_ahn_normal.jpg,2010-01-01T12:29:02.000Z,
You can watch me on Chaturbate as stroker19800 😍😍,1530933727940988928,False,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 28, 'listed_count': 0}",False,,stroker19800,,stroker19800,https://pbs.twimg.com/profile_images/1530934508081627136/YkqjB5do_normal.jpg,2022-05-29T15:27:12.000Z,
I love Paris #Paris @DialedTiger,794485412328800256,False,https://t.co/E5yK001XOA,"{'followers_count': 105, 'following_count': 12, 'tweet_count': 48560, 'listed_count': 9}",False,,liebe_paris,"Paris, France",Paris Liebe,https://pbs.twimg.com/profile_images/794487185756057601/QarVoJCS_normal.jpg,2016-11-04T10:24:17.000Z,
#社会人、空き時間有効活用 今年は去年より年収上げる年にするよー💓 仲間と楽しくワイワイ活動中😁  シングルマザーや家族持ちの人も沢山！楽しく稼いで月1旅行✈️ 私達の稼ぐ方法期間限定無料配布中❗️⤵︎,1196405008759046144,False,https://t.co/dKHlGHsMNM,"{'followers_count': 116, 'following_count': 239, 'tweet_count': 35727, 'listed_count': 2}",False,1.2039986205061857e+18,abcute0114,,🇬🇧旅行大好き女子❤️,https://pbs.twimg.com/profile_images/1209618351854481409/NJO40QlE_normal.jpg,2019-11-18T12:29:26.000Z,
"Insoumise, agent du service public de l'énergie et militante CGT. #Melenchon1erMinistre pour un monde meilleur #NUPES ✊",1368564422483062799,False,,"{'followers_count': 703, 'following_count': 275, 'tweet_count': 18789, 'listed_count': 3}",False,,DuvalMarion6,,Duval Marion,https://pbs.twimg.com/profile_images/1491813081483300869/2Fh18Hmz_normal.jpg,2021-03-07T14:09:52.000Z,
"Keep faith and stay strong even life is hard, there is always a way to denounce corruption and deep state 
#humanrights #children #touchezpasauxenfants",1434085798995976192,False,,"{'followers_count': 293, 'following_count': 324, 'tweet_count': 18339, 'listed_count': 1}",False,1.490289650904273e+18,LauraGemini2,GB,Laura Gemini,https://pbs.twimg.com/profile_images/1452615537163489284/uJldugjw_normal.jpg,2021-09-04T09:28:26.000Z,
"Toulon Nationaliste ⚜️𖦏⚜

Ma nouvelle réponse à tout se qui arrivera en France ces 5 prochaines années ""Bien fait pour leurs gueules fallait pas voter Macron!""",1237347926818635777,False,,"{'followers_count': 154, 'following_count': 233, 'tweet_count': 6542, 'listed_count': 2}",False,,Dominiq49230998,Toulon ,Dominique Martin,https://pbs.twimg.com/profile_images/1424753856844546049/jnBMaWOf_normal.jpg,2020-03-10T12:02:23.000Z,
"#STOPTHETREATY 🚨🚨🚨
REFUSALIST of the ""covid19 virus"", plandemic, WHO, WEF, great reset & build back better.",1369063850792816642,False,,"{'followers_count': 815, 'following_count': 1739, 'tweet_count': 32974, 'listed_count': 3}",False,,HouseOfGab,GETTR @HouseOf ,HOUSE OF,https://pbs.twimg.com/profile_images/1374032323738542081/6sZPaWj3_normal.jpg,2021-03-08T23:22:58.000Z,
"#24/7 Retrouvez vos #radios #raplocal

#radio75 : de 18h à 6h 

#xv3radio : de 6h à 18h",971844112575057920,False,https://t.co/PbqwYIr97H,"{'followers_count': 102, 'following_count': 583, 'tweet_count': 45161, 'listed_count': 0}",False,,Xv3Radio75,"Paris, France",Radio75.org // Xv3radio18.com,https://pbs.twimg.com/profile_images/1019902033762115584/1FvqrQvN_normal.jpg,2018-03-08T20:24:27.000Z,
,148530183,False,,"{'followers_count': 23, 'following_count': 355, 'tweet_count': 2497, 'listed_count': 0}",False,,randolphcroft,"Toronto the Pretty Good
",Randolph Croft,https://pbs.twimg.com/profile_images/1108100505/P1050510-28-15.sm_normal.jpg,2010-05-26T23:18:40.000Z,
"¡Que comience la diversión! 😈🦄

Modelo webcam 💦",1526572733047484416,False,,"{'followers_count': 7, 'following_count': 21, 'tweet_count': 6, 'listed_count': 0}",False,,Shariid_22,"Bucaramanga, Colombia",Sharid,https://pbs.twimg.com/profile_images/1526574113820745729/c2-bRZA4_normal.jpg,2022-05-17T14:38:14.000Z,
SalahTimes is a online world prayer times calculator allowing easy access to prayer times for towns and cities in over 180 countries.,280874453,False,https://t.co/Rz5AdwgxJU,"{'followers_count': 1155, 'following_count': 1, 'tweet_count': 482274, 'listed_count': 94}",False,,SalahTimes,,Salah Times,https://pbs.twimg.com/profile_images/378800000530601046/5e79c8b72f9dade9d563547877ade369_normal.png,2011-04-12T05:48:23.000Z,
"She/Her Likes: Family, nature & calling Saanich home. Dislikes: Paper Cuts! RRU student; always Learning! RTs do not necessarily mean my support or endorsement",35812822,False,,"{'followers_count': 3669, 'following_count': 5002, 'tweet_count': 36152, 'listed_count': 129}",False,,kathelburt,"Saanich, British Columbia",Kathleen Burton,https://pbs.twimg.com/profile_images/1027209245492568064/acNi1Wl7_normal.jpg,2009-04-27T18:12:17.000Z,
