id,name,created_at,url,description,profile_image_url,location,pinned_tweet_id,protected,username,verified
1486045640522096641,Giovanni Taffuri 🇪🇺🇮🇹,2022-01-25T18:37:56.000Z,,🇪🇺🇮🇹,https://pbs.twimg.com/profile_images/1490327963933581316/iMzERC5r_normal.jpg,"Caserta, Kampanien",,False,GiovanniTaffur1,False
21997871,Salim Kikeke,2009-02-26T10:54:50.000Z,https://t.co/6fSwUqcHLF,Award-winning Radio & TV Presenter - 🇹🇿🇬🇧 **Tweets in English & Swahili**   #VisitTanzania,https://pbs.twimg.com/profile_images/489888644271210497/ex8kZkcL_normal.jpeg,London,,False,Salym,True
1495448908876681226,Hüsnü Alma,2022-02-20T17:23:26.000Z,,,https://pbs.twimg.com/profile_images/1495449025369227266/8Ples-la_normal.png,,,False,HusnuAlma,False
846668353892765697,Carmen Valdivia Campos,2017-03-28T10:20:40.000Z,,"Doctora en Filología Francesa, Profesora en la Universidad de Montreal (Canadá), Profesora titular de la Universidad de Granada, Intérprete, Traductora, Autora.",https://pbs.twimg.com/profile_images/1495786203320397835/fHdFEnW6_normal.jpg,,,False,vldcap2012,False
1471526312946896897,Claudia Rutten,2021-12-16T17:03:32.000Z,,,https://pbs.twimg.com/profile_images/1480120924456247296/cLqdJX0w_normal.jpg,,,False,ClaudiaRutten1,False
3386960375,Lianopoulos,2015-07-22T08:04:35.000Z,,Dad Dedicated Engineer,https://pbs.twimg.com/profile_images/1114880497572831232/kh0oOxIp_normal.png,Europe,,False,klianopoulos1,False
911082567629078531,aristophane gomi,2017-09-22T04:19:46.000Z,,P D G GOMI & co IMPORT-EXPORT,https://pbs.twimg.com/profile_images/1524556564673318914/5DsVglOG_normal.jpg,"Gironde, Aquitaine",,False,AristophaneGomi,False
193356806,25 || strong.,2010-09-21T16:35:44.000Z,,"🇬🇧 UoB 21/22 - UniBo - SID (master's) 🎓 • feminist • LGBTQ+🌈 • Survivor🌹 •  •
■quod tibi deerit, a te ipso mutuare■",https://pbs.twimg.com/profile_images/1291734896558432263/8GaHkjfB_normal.jpg,"Ancona, Marche",887476573993132035,False,xlikeskyscraper,False
1381987522054610946,Lupus07,2021-04-13T15:08:24.000Z,,,https://pbs.twimg.com/profile_images/1381987785855361032/xYszzRO0_normal.jpg,,,False,Lupus071,False
562663087,Chundy Huon,2012-04-25T07:00:24.000Z,https://t.co/8WwaTX8kxD,"I'm a senior lawyer and Executive Director of Community Legal Education Center (CLEC), Cambodian NGO. Also (Labor) Arbitrator.",https://pbs.twimg.com/profile_images/1263302040999976961/cWkQwR_P_normal.jpg,Cambodia,,False,Chundyh,False
1006503366640488448,AfD im EU-Parlament,2018-06-12T11:47:57.000Z,https://t.co/ZQRwQx4kpF,"AfD-Delegation im EU-Parlament | Fraktion ""Identität & Demokratie"" | Facebook: https://t.co/crfYzdeu8Y",https://pbs.twimg.com/profile_images/1334894319753424900/_P3TQF-p_normal.jpg,"Brüssel, Belgien",,False,AfDimEUParl,True
1246437728679530496,Yes for EU #Indy+ EU membership,2020-04-04T14:07:46.000Z,https://t.co/atylQ3R5Yg,"Campaigning for a legal, internationally recognised route to an independent Scotland with full EU membership. Join us via yesforeu@gmail.com",https://pbs.twimg.com/profile_images/1246439550194520064/YqikRRu7_normal.jpg,Edinburgh,1523961719122501633,False,YesforEU,False
840002348000915465,Dr. Gunnar Beck,2017-03-10T00:52:21.000Z,https://t.co/VmrC1OrSU7,"Europaabgeordneter der @AfD 🇩🇪 
Stellvertretender Vorsitzender der @AfDimEUParl
Vizepräsident der @IDGroupEP im Europäischen Parlament

ECON, JURI, FISC, AFCO",https://pbs.twimg.com/profile_images/1182279344334544901/TVMVyZIa_normal.jpg,,,False,gunnar_beck,True
1332217096995037184,Spike🇺🇦🇪🇺🏳️‍🌈,2020-11-27T06:58:10.000Z,,Are you living in the real world?,https://pbs.twimg.com/profile_images/1491020192977231873/2RZk2VV7_normal.jpg,"Kyiv,Ukraine🇺🇦",1349360724053815302,False,SpikeSpiegelUA,False
1266145259718955010,Jean-Philippe Lapointe 🏳️‍🌈,2020-05-28T23:12:36.000Z,,🏳️‍🌈🐶🐺🏋️🎼🌈🔥🤘✌️ B. Ing./B. Eng.,https://pbs.twimg.com/profile_images/1266145685759561732/oE9uuCCC_normal.jpg,,,False,Lapointe_JP,False
80803819,European External Action Service - EEAS 🇪🇺,2009-10-08T08:53:18.000Z,https://t.co/U3Nlh7laCQ,We are the EU's Foreign & Security Policy Service led by @JosepBorrellF RTs/follows ≠ endorsements #EUDiplomacy #EUInTheWorld #StandWithUkraine,https://pbs.twimg.com/profile_images/948912101216739329/KtpzsV_b_normal.jpg,HQ: Brussels,,False,eu_eeas,True
1313028684853522432,Identity and Democracy Group,2020-10-05T08:10:37.000Z,https://t.co/78GZQINYqY,Identity and Democracy Group in the European Parliament - https://t.co/bSEzzxMKke,https://pbs.twimg.com/profile_images/1435933501434519558/r1fKEyo0_normal.jpg,Brussels,,False,IDGroupEP,True
4170960383,LouisFollowYourDream,2015-11-12T11:43:44.000Z,https://t.co/9f0yPlz4VT,"Some people come into your heart and never go away. Like Louis Tomlinson.

A sweet poet who sings love and life, brings smiles, comforts many souls. Thanks, Lou",https://pbs.twimg.com/profile_images/964074274402242560/Et6UGR4d_normal.jpg,,,False,LouFollowYDream,False
499958690,Cecconello Raymond,2012-02-22T17:17:13.000Z,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,False,CecconelloR,False
1234246954156281857,Edanur Doğan,2020-03-01T22:39:54.000Z,https://t.co/tkhrj54lJv,"@ybuankara, Department of International Relations. Foreign Policy, Turkish Foreign Policy, and Diplomacy. Based in Ankara.",https://pbs.twimg.com/profile_images/1510249162285236233/gJyHVk9B_normal.jpg,,1490807741358780418,False,_edanurdogan,False
1239559662426619905,Daniel MONJARAZ,2020-03-16T14:30:47.000Z,,"Co-founder of Green Phoenix ♻️ 
Young Mexican, living, studying and creating in France 🇲🇽🇫🇷🇪🇺 #entrepreneur #travelboy",https://pbs.twimg.com/profile_images/1239559899748741120/y8E9JaGB_normal.jpg,,,False,DanielMPerez,False
