verified,description,protected,url,public_metrics,created_at,location,profile_image_url,pinned_tweet_id,name,id,username
False,Yang penting seseru mungkin,False,,"{'followers_count': 0, 'following_count': 46, 'tweet_count': 2, 'listed_count': 0}",2022-05-15T09:57:09.000Z,,https://pbs.twimg.com/profile_images/1525777297785032705/r6vkSaS7_normal.jpg,,Cingtian Khang,1525776845873942528,cingtian_khang
False,,False,,"{'followers_count': 5, 'following_count': 332, 'tweet_count': 5, 'listed_count': 0}",2022-04-10T06:33:15.000Z,,https://pbs.twimg.com/profile_images/1513042605990420483/VfCcLgC6_normal.jpg,,Helen Sovel,1513042390252146694,HelenSovel
False,فعلا بپلکیم ببینیم چی میشه,False,,"{'followers_count': 2, 'following_count': 9, 'tweet_count': 4, 'listed_count': 0}",2022-05-15T08:47:34.000Z,,https://pbs.twimg.com/profile_images/1525760062245023744/rSxjgqeT_normal.jpg,1525762163121463301,Hossein Riahi,1525759745470119936,HosseinRiahiN
False,"Self motivated , reliable and result oriented",False,,"{'followers_count': 8, 'following_count': 294, 'tweet_count': 4, 'listed_count': 0}",2022-03-27T15:26:47.000Z,,https://pbs.twimg.com/profile_images/1524709980422787072/iBwhZRUb_normal.jpg,,yaw kwakye-marfo,1508103027105882113,ykmarfo1
False,"https://t.co/GSvNhERJGS
https://t.co/cfb0NexEMJ 
https://t.co/Pc78RlMql6
OSCP Certified
MSCP Certified
https://t.co/SGaPLQUgwM",False,https://t.co/xYeihTZJth,"{'followers_count': 1218, 'following_count': 3921, 'tweet_count': 6567, 'listed_count': 7}",2011-08-05T18:53:24.000Z,"Georgia, USA",https://pbs.twimg.com/profile_images/1525290502421086208/A8Oblrqe_normal.jpg,1525773970750021632,Sleep,349209226,ClumsyLulz
False,"#programming #learntocode #codingtips
#vulnerability #scanning #WhatWeb #Unicornscan #chkrootkit #Namap #lynis #codingtips #science #programming  #developer",True,https://t.co/XhCNXawuGu,"{'followers_count': 363, 'following_count': 1865, 'tweet_count': 276, 'listed_count': 15}",2019-03-13T11:26:22.000Z,South Africa,https://pbs.twimg.com/profile_images/1522248604299182080/-G-BYtRz_normal.jpg,1492053642400124928,@FNB Followed Ellon Musk Followers retweeted!,1105792210069385216,FnbEllon
False,"Owner at Amplitude - Events, Marketing & Technology",False,http://t.co/R0eRjhRxwZ,"{'followers_count': 187, 'following_count': 1239, 'tweet_count': 342, 'listed_count': 6}",2009-09-21T16:50:40.000Z,Mumbai,https://pbs.twimg.com/profile_images/1859713984/Manish_Thakur_normal.jpg,,Manish Thakur,76074618,manishthakur_05
False,"Born & raised in Hong Kong.
Communication student at CUHK & NCCU.",False,,"{'followers_count': 1, 'following_count': 4, 'tweet_count': 3, 'listed_count': 0}",2015-06-05T14:26:18.000Z,"Taipei, Taiwan",https://pbs.twimg.com/profile_images/1524794824217354253/2PQ2Y9iN_normal.jpg,,Jojo Kwong,3237072439,JojoKwong_HK
False,,False,http://t.co/kHSBW1Pg6p,"{'followers_count': 42, 'following_count': 516, 'tweet_count': 38, 'listed_count': 3}",2012-09-30T07:58:06.000Z,Burnie Tasmania Australia,https://pbs.twimg.com/profile_images/432511591225892864/3h1to8Dy_normal.jpeg,,Craig Thomas,854315214,cranth06
False,"Tweets are my personal opinion. RT != Endorsements.
Views expressed are of mine and not of my employer.
Techie|Blogger",False,,"{'followers_count': 157, 'following_count': 206, 'tweet_count': 1695, 'listed_count': 0}",2010-06-01T20:20:36.000Z,INDIA,https://pbs.twimg.com/profile_images/1207363861860376576/25kxq4Bx_normal.jpg,,Subhash Jha,150781367,SJ4change
False,Dating,True,,"{'followers_count': 2, 'following_count': 31, 'tweet_count': 25, 'listed_count': 0}",2022-03-07T07:42:50.000Z,,https://pbs.twimg.com/profile_images/1500738730797281288/YyrmD5-2_normal.png,1510536092101058563,Matthew Jordan Sr,1500738352773013504,MatthewJordanS3
False,A person that tweets. Embrace the Space Age! - I’m creative. A historian. I like dope ish… part-time plant based 🌱 Minneapolis (Heel) 😄 🙏🏾,False,,"{'followers_count': 3091, 'following_count': 2519, 'tweet_count': 62001, 'listed_count': 73}",2009-10-16T04:00:59.000Z,In Exile/On my way home!,https://pbs.twimg.com/profile_images/1372617923894870017/d0GYZqh2_normal.jpg,1214270583531286530,Adidas Sweatpants,82792849,highiimcaleb
False,Ferencz,True,https://t.co/GdX4aFcB75,"{'followers_count': 0, 'following_count': 144, 'tweet_count': 10, 'listed_count': 0}",2022-02-13T09:03:58.000Z,"Liberec, Česká republika",https://pbs.twimg.com/profile_images/1512862283109646345/Pqerz4zX_normal.jpg,,Daniel Ferencz,1492786574576267266,Danielferencz12
False,"Widow to Cecilia Cortes Morales @cexchi.
Age: 40
Height: 1.83 m.
Weight: 100 kg.
BMI = 29.9 kg/m2   (Overweight)",False,,"{'followers_count': 190, 'following_count': 57, 'tweet_count': 15613, 'listed_count': 6}",2009-02-09T03:40:18.000Z,Mexico,https://pbs.twimg.com/profile_images/1522552914832769025/qwvpZ_LT_normal.jpg,1498360823244279817,Jorge Escobar,20413659,JorgeEscobar
False,,False,,"{'followers_count': 93, 'following_count': 1467, 'tweet_count': 183, 'listed_count': 7}",2017-12-29T01:27:29.000Z,,https://pbs.twimg.com/profile_images/946557146228932608/Q4MZyRYZ_normal.jpg,,Jason Kaplan,946553225347567616,Jason_Kaps
False,ॐ ॐ ॐ जय जय श्री सीता राम जी ॐ ॐ ॐ । 9418776587 my mobile number any time call me।।,False,,"{'followers_count': 6, 'following_count': 367, 'tweet_count': 1, 'listed_count': 0}",2022-04-28T02:52:10.000Z,,https://pbs.twimg.com/profile_images/1519509914342756352/D8YgWGYs_normal.jpg,,Ashutosh,1519509692719845376,Ashutos68191992
False,@NoSir65901199's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,False,,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 1, 'listed_count': 0}",2022-05-15T02:35:11.000Z,,,,,1525666031594881024,NoSir65901199
False,,False,,"{'followers_count': 18, 'following_count': 171, 'tweet_count': 9, 'listed_count': 0}",2014-04-01T14:47:04.000Z,"Kanchipuram, India",https://pbs.twimg.com/profile_images/1060489068352462848/pIC4XWM3_normal.jpg,,Deivasigamani,2452570385,deivasigamani18
False,,False,,"{'followers_count': 2, 'following_count': 55, 'tweet_count': 0, 'listed_count': 0}",2022-05-06T10:34:53.000Z,,https://pbs.twimg.com/profile_images/1522525302773100544/RyxwBI2A_normal.png,,warangkana sumetpimonchai,1522525089555644416,J_Jialucksa
False,,False,,"{'followers_count': 31, 'following_count': 1291, 'tweet_count': 518, 'listed_count': 0}",2012-05-19T11:06:19.000Z,"kalkaji, new delhi ",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Deepak Srivastava,584739735,DKSrivastava4
False,total bb pig in london,True,,"{'followers_count': 71, 'following_count': 1983, 'tweet_count': 27, 'listed_count': 0}",2020-12-19T04:20:18.000Z,Vereinigte Staaten,https://pbs.twimg.com/profile_images/1507752742940520450/QTt-4BWD_normal.jpg,,OINKEDPIG,1340149908339384320,OINKEDPIGBB
False,Tell me about your God,False,,"{'followers_count': 1, 'following_count': 42, 'tweet_count': 0, 'listed_count': 0}",2022-05-14T23:30:25.000Z,,https://pbs.twimg.com/profile_images/1525619920876314624/HrTZeOW4_normal.jpg,,Stanley Kabarua Muroki,1525619495938756609,KabaruaMuroki
False,"a depressive group head, learn Python, read books, knew some shit",False,,"{'followers_count': 45, 'following_count': 206, 'tweet_count': 590, 'listed_count': 0}",2015-04-11T23:05:36.000Z,Planet Earth,https://pbs.twimg.com/profile_images/1525911028198002690/idUl0rk-_normal.jpg,,heyjeannie,3157930847,elliejennie
False,,False,,"{'followers_count': 70, 'following_count': 576, 'tweet_count': 30, 'listed_count': 11}",2018-09-16T10:11:16.000Z,,https://pbs.twimg.com/profile_images/1415833121669398530/ZyHvnPDf_normal.jpg,,mina59hadafasemanabi@gmail.com,1041268270198710272,mina59hadafase2
False,MOORRDOOR,False,,"{'followers_count': 16, 'following_count': 1447, 'tweet_count': 0, 'listed_count': 0}",2022-04-15T21:01:06.000Z,,https://pbs.twimg.com/profile_images/1515072994628014088/9-wCxpTy_normal.jpg,,MOORRDOORR,1515072614628302864,moorrdoorr
False,,False,,"{'followers_count': 0, 'following_count': 68, 'tweet_count': 0, 'listed_count': 0}",2021-06-16T02:48:15.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Guillermo Paez,1404994153029804033,Guiller95660409
False,,False,,"{'followers_count': 3, 'following_count': 281, 'tweet_count': 40, 'listed_count': 0}",2018-05-15T00:25:35.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Marsha,996184785906229248,Marsha39579651
False,"System Administrator, Content Creator, Artist, Label + Artist Manager @neverlandlabels, Developer",False,https://t.co/7zbWzVQq3H,"{'followers_count': 2071, 'following_count': 509, 'tweet_count': 321, 'listed_count': 0}",2016-12-11T09:12:23.000Z,,https://pbs.twimg.com/profile_images/1498647249965965313/iUFI9AiY_normal.jpg,1516064699095396354,NeverLand,807875667216007169,neverlandoff
False,"Austine Obim Ene 
Never giving up. Always driving up the stake. Friendly and fun to be around",False,,"{'followers_count': 2, 'following_count': 97, 'tweet_count': 1, 'listed_count': 0}",2022-04-18T20:39:42.000Z,,https://pbs.twimg.com/profile_images/1516155414823510018/1NjbxVQ8_normal.jpg,,Austine Ene,1516154448632033282,austinehandle
False,,False,,"{'followers_count': 0, 'following_count': 72, 'tweet_count': 6, 'listed_count': 0}",2022-03-31T19:01:36.000Z,,https://pbs.twimg.com/profile_images/1517877689524408321/acGWTnVm_normal.jpg,,Kasımcan GÜNDÜZ,1509606819144028168,kasimcan_gunduz
False,,False,,"{'followers_count': 25, 'following_count': 976, 'tweet_count': 0, 'listed_count': 0}",2021-06-09T07:09:43.000Z,,https://pbs.twimg.com/profile_images/1402694243936837634/SYdIXOWi_normal.jpg,,aykut,1402523160013123585,aykut14748460
False,,True,,"{'followers_count': 3, 'following_count': 390, 'tweet_count': 0, 'listed_count': 0}",2021-09-06T13:06:46.000Z,South Malang,https://pbs.twimg.com/profile_images/1445175377798696961/-q0GOqZz_normal.jpg,,bar,1434865508306673668,KibarSurya
False,Never to giveup,True,https://t.co/ql25eq1XcH,"{'followers_count': 170, 'following_count': 2135, 'tweet_count': 483, 'listed_count': 0}",2021-05-25T00:54:08.000Z,"Frankfurt on the Main, Germany",https://pbs.twimg.com/profile_images/1523747991424692224/J9sbIPmW_normal.jpg,,Okenwa .john,1396992845299519490,OKENAUTO
False,Ayah dari 4 anak,False,,"{'followers_count': 0, 'following_count': 8, 'tweet_count': 1, 'listed_count': 0}",2022-05-14T16:32:10.000Z,,https://pbs.twimg.com/profile_images/1525514319479582721/SPdA9kJt_normal.jpg,,Edi saputra,1525511734471311360,Edisapu35752812
False,,False,,"{'followers_count': 4, 'following_count': 4, 'tweet_count': 0, 'listed_count': 0}",2021-05-08T17:11:31.000Z,,https://pbs.twimg.com/profile_images/1524413887495700480/d0jIb0cy_normal.jpg,,KNS,1391078196397821955,kns_dev
False,"دانشجوی ارتباطات - روابط عمومی.
زبون عربی رو دوست دارم مخصوصا نسخه مصری و مراکشی‌اش رو",False,https://t.co/oQESYD7moU,"{'followers_count': 97, 'following_count': 119, 'tweet_count': 3327, 'listed_count': 0}",2018-04-30T17:07:13.000Z,Iran,https://pbs.twimg.com/profile_images/1460016470310764547/1uJJV-Wj_normal.jpg,1454153007889797128,Hossein,991001036008710144,h_ravesh
False,,False,,"{'followers_count': 87, 'following_count': 83, 'tweet_count': 66, 'listed_count': 0}",2019-09-28T00:51:44.000Z,대한민국,https://pbs.twimg.com/profile_images/1521166437116944384/gFaJgqyO_normal.jpg,,투자요정,1177747657881554946,loveeatall
False,,False,,"{'followers_count': 0, 'following_count': 20, 'tweet_count': 0, 'listed_count': 0}",2022-05-14T14:16:16.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,BABAGEMING,1525480008692944896,BABAGEMING3
False,,False,,"{'followers_count': 4, 'following_count': 200, 'tweet_count': 1, 'listed_count': 0}",2022-05-11T18:24:33.000Z,,https://pbs.twimg.com/profile_images/1525447757271601153/IxiXCPZd_normal.jpg,,Konstantinos Petridis,1524455340443676674,Konstan61972436
False,loc livin + the strongest techie you know,False,https://t.co/AOsqadq09u,"{'followers_count': 852, 'following_count': 695, 'tweet_count': 53177, 'listed_count': 8}",2015-02-28T14:34:00.000Z,LA • TX,https://pbs.twimg.com/profile_images/1468745956845891589/aIpMyMuq_normal.jpg,,dee,3049944966,itsdeerich_
False,Ini Ahmad Termizi bin Omar Official. Sila Perkenalkan diri dulu okay!!.,False,,"{'followers_count': 7, 'following_count': 484, 'tweet_count': 510, 'listed_count': 0}",2021-12-05T07:25:07.000Z,"Kuala Terengganu, Terengganu. ",https://pbs.twimg.com/profile_images/1503365942709219328/f5e-wDoT_normal.jpg,,Ahmad Termizi bin Omar,1467394532366946305,AhmadTermizibi2
False,,False,,"{'followers_count': 0, 'following_count': 170, 'tweet_count': 0, 'listed_count': 0}",2022-05-14T11:54:44.000Z,,https://pbs.twimg.com/profile_images/1525444499694145536/nxgPSOp3_normal.png,,Julie Ticker,1525443770350813189,JulieTicker1
False,,True,,"{'followers_count': 0, 'following_count': 19, 'tweet_count': 0, 'listed_count': 0}",2022-05-14T12:34:47.000Z,,https://pbs.twimg.com/profile_images/1525455222792929280/WCW1DvX7_normal.jpg,,Melodi,1525454505889898496,Melodi04601311
False,"Somos distribuidores de productos y servicios corporativos, líderes en marcas e innovación. WhatsApp Corp. 📲+504 9583-5035/9571-7941 contacto@auconsist.com",False,https://t.co/miQ5BuFmeG,"{'followers_count': 47, 'following_count': 60, 'tweet_count': 7, 'listed_count': 0}",2018-01-27T00:03:02.000Z,Honduras,https://pbs.twimg.com/profile_images/1455978271808659463/qNm4b16i_normal.jpg,,AUCONSIST,957041218462076928,AUCONSIST
False,Bishal Bhagat Happen Music 🎤🎤🎧🎧🙏🙏,False,,"{'followers_count': 44, 'following_count': 2050, 'tweet_count': 43, 'listed_count': 0}",2021-09-19T02:35:44.000Z,"Assam, India",https://pbs.twimg.com/profile_images/1439418436329762819/CS0ZJSHr_normal.jpg,,Trip Bishal Bhagat,1439417767204044801,BishalB83882987
False,,True,,"{'followers_count': 1, 'following_count': 531, 'tweet_count': 2, 'listed_count': 0}",2022-03-15T22:39:48.000Z,Türkiye İstanbul,https://pbs.twimg.com/profile_images/1518883064340152320/Dxc1bI8H_normal.jpg,,Yasemin Baldar,1503863449935552512,yaseminbaldar5
False,"#pontiantown, 
https://t.co/CnWxO3fl9l",False,https://t.co/ar0JKkdtFz,"{'followers_count': 32, 'following_count': 100, 'tweet_count': 108, 'listed_count': 12}",2022-02-19T07:18:25.000Z,"Johor, Malaysia",https://pbs.twimg.com/profile_images/1498965703327576065/jvsmYKK7_normal.jpg,1503931062770372608,Khairil Ishari Mysewan,1494934322079744000,PontianStreet
False,"𝗛𝗲𝘆 𝗮𝗺 𝗮𝗻𝘆𝗮, 𝗮𝗹𝗹 𝗶 𝗰𝗮𝗻 𝘀𝗮𝘆 𝗶𝘁 𝗻𝗼𝘄.. 𝗖𝗼𝗺𝗶𝗻𝗴 𝘀𝗼𝗼𝗻!",True,https://t.co/dwDShxHQrr,"{'followers_count': 2, 'following_count': 8, 'tweet_count': 6, 'listed_count': 0}",2022-05-12T12:49:26.000Z,𝗛𝗼𝗺𝗲.,https://pbs.twimg.com/profile_images/1525789387291865090/bzcykTcP_normal.jpg,,𝗔𝗻𝘆𝗮.,1524733416238981120,iSpyxfamilyx
False,Biodiversity takes care of you is a project aimed at creating interdisciplinary knowledge of biodiversity loss and human exposure to pathogens,False,,"{'followers_count': 12, 'following_count': 24, 'tweet_count': 5, 'listed_count': 0}",2022-04-17T17:05:20.000Z,University of Almería (Spain),https://pbs.twimg.com/profile_images/1515742769507151874/1QnI2wzv_normal.jpg,,Biodiversity takes care of you,1515738043046666246,bioTakesCareOfU
