url,username,created_at,description,profile_image_url,protected,verified,name,public_metrics,id,location,pinned_tweet_id
,thalassa2008,2011-03-08T08:12:55.000Z,"#Art #Photo #Actu #poesie 
#Peinture etc. 
Retraité",https://pbs.twimg.com/profile_images/1276067555447357440/zJOCKbux_normal.jpg,False,False,ange gabriel 📷,"{'followers_count': 7878, 'following_count': 8176, 'tweet_count': 773469, 'listed_count': 1582}",262554664,"Nice, France",1529149211773747201
,Marc_Claret75,2016-02-25T09:52:51.000Z,Disciple de Paul VALÉRY ou je puise  mes inspirations - « Qui ne peut attaquer le raisonnement attaque le raisonneur. » Paul Valéry,https://pbs.twimg.com/profile_images/1073116903537815552/zoFaTIVk_normal.jpg,False,False,CLARET Marc,"{'followers_count': 8613, 'following_count': 9472, 'tweet_count': 394486, 'listed_count': 145}",702793371471970305,@zemmour 2022,
,BassinsAFlotDT,2022-05-23T09:16:23.000Z,Rassemblement des habitants des Bassins à Flot autour de la candidature de @DamienThomas33 aux législatives dans la première circonscription de la Gironde,https://pbs.twimg.com/profile_images/1528684429526327296/w4MtQjmB_normal.jpg,False,False,Bassins à Flot avec Damien Thomas,"{'followers_count': 32, 'following_count': 181, 'tweet_count': 21, 'listed_count': 0}",1528666105144811524,Bassins à flot,
,Bruno_D_LEMOINE,2017-06-07T20:57:39.000Z,,https://pbs.twimg.com/profile_images/1531767594457382914/pldLFsvQ_normal.jpg,False,False,Bruno LEMOINE,"{'followers_count': 10, 'following_count': 434, 'tweet_count': 1, 'listed_count': 0}",872558192122896384,"Paris, Frankreich",
,cruxlong,2011-01-22T20:53:17.000Z,"nurse, running, swimming, fun, love, voyage, vin, et tous les sports!!!🎾🏐🏈🏃‍♀️⛷🚴‍♀️🏊‍♂️❤",https://pbs.twimg.com/profile_images/1220699226973315074/SRwKtJG__normal.jpg,False,False,Bébé,"{'followers_count': 307, 'following_count': 732, 'tweet_count': 6311, 'listed_count': 10}",241664360,Frankreich,
,gjbwbyrdzr,2012-06-22T07:43:28.000Z,,https://pbs.twimg.com/profile_images/1518970627956174848/FG_DbSmN_normal.jpg,False,False,Isnigh,"{'followers_count': 13, 'following_count': 430, 'tweet_count': 573, 'listed_count': 0}",614955493,,1533117337313742849
,Benedicte4991,2022-03-23T09:29:15.000Z,,https://pbs.twimg.com/profile_images/1527972115596599296/K10viRxQ_normal.jpg,False,False,Stefan,"{'followers_count': 18, 'following_count': 127, 'tweet_count': 146, 'listed_count': 0}",1506563516202983425,Essonne,
https://t.co/aiI9yyhQSr,AnaLuisaPiresM,2022-05-04T05:08:49.000Z,"*Eu não nasci para um canto; o mundo inteiro é minha terra natal”

Sêneca",https://pbs.twimg.com/profile_images/1521718762671595524/RUNpjXxS_normal.jpg,False,False,Ana Luisa Pires Monteiro,"{'followers_count': 24, 'following_count': 334, 'tweet_count': 6, 'listed_count': 0}",1521718397012168704,,
,gst1498,2016-09-01T15:07:48.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,Guillaume,"{'followers_count': 0, 'following_count': 427, 'tweet_count': 0, 'listed_count': 0}",771363935211646976,,
,plaudelan,2017-05-03T20:32:53.000Z,Love is such a more sustainable energy to draw from than hate,https://pbs.twimg.com/profile_images/1519706827956666370/Lll0jMaG_normal.jpg,True,False,pilou,"{'followers_count': 97, 'following_count': 636, 'tweet_count': 990, 'listed_count': 0}",859868387396263936,"Paris, France",
,babe59_,2022-01-12T20:35:01.000Z,,https://pbs.twimg.com/profile_images/1522852775285121024/G9Dfr-9y_normal.jpg,False,False,Jérôme,"{'followers_count': 9, 'following_count': 158, 'tweet_count': 4, 'listed_count': 0}",1481364010037661700,,
,Ksis98907950,2022-05-26T21:01:33.000Z,,https://pbs.twimg.com/profile_images/1529930764414074907/bpSdduqc_normal.png,False,False,Ksis,"{'followers_count': 49, 'following_count': 1485, 'tweet_count': 0, 'listed_count': 0}",1529930601154986000,,
,ricric9870841,2022-05-23T18:12:15.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,ric,"{'followers_count': 9, 'following_count': 58, 'tweet_count': 136, 'listed_count': 0}",1528800858456072192,,
,JakoPasto1,2013-06-19T15:55:35.000Z,"🥕🥕🥕 « On comprend pas keske vous voulééééé, les #GiletsJaunes !!!!"" #medias #journalisme",https://pbs.twimg.com/profile_images/1291835207843282945/YOo3nd_s_normal.jpg,False,False,Jako Pasto,"{'followers_count': 1575, 'following_count': 4441, 'tweet_count': 305378, 'listed_count': 96}",1531252789,"Raismes, France",
,phil2u2,2021-10-29T20:05:33.000Z,"Ce qui embellit le désert c'est qu'il cache un puits quelque part
(Antoine De Saint-Exupéry)",https://pbs.twimg.com/profile_images/1454222491807797251/CEoruMQu_normal.jpg,False,False,Phil2u2,"{'followers_count': 738, 'following_count': 808, 'tweet_count': 323, 'listed_count': 0}",1454173861101068292,Breizh / Eire,1455982226508767232
,ParisChicago1,2012-12-27T13:13:33.000Z,Paris... Ma ville,https://pbs.twimg.com/profile_images/3028380541/df6accf27beb0f84112fdf1d89a3a498_normal.jpeg,False,False,Paris Chicago,"{'followers_count': 2122, 'following_count': 3114, 'tweet_count': 32083, 'listed_count': 122}",1039611751,Paris,1092663151009636352
,_cpaloma_,2018-01-03T14:01:03.000Z,Les frontières et les douanes au fil du temps. Photographies et cartes postales anciennes.,https://pbs.twimg.com/profile_images/1533881744176386050/L6oj9DBT_normal.jpg,False,False,CPAloma,"{'followers_count': 110, 'following_count': 1055, 'tweet_count': 48, 'listed_count': 2}",948554803906535424,,
,ahoey,2009-03-04T15:40:41.000Z,,https://pbs.twimg.com/profile_images/87569958/beret_normal.png,False,False,Arthur Hoey,"{'followers_count': 36, 'following_count': 157, 'tweet_count': 11, 'listed_count': 0}",22788354,,
,bichitoregano,2022-04-30T19:35:14.000Z,"Aunque nada cambie, si yo cambio, todo cambia (Marcel Proust)",https://pbs.twimg.com/profile_images/1533157581887250434/O0kcMexW_normal.jpg,False,False,The Critic Squirrel,"{'followers_count': 143, 'following_count': 2088, 'tweet_count': 4079, 'listed_count': 0}",1520486843107758080,"Buenos Aires, Argentina",
,NaturalEvy,2015-01-10T06:14:59.000Z,"Eyesurgeon based in Reims, France keeping an eye on news in science.",https://pbs.twimg.com/profile_images/1066940393734979584/yuz7Rohp_normal.jpg,False,False,Eve Durbant,"{'followers_count': 38, 'following_count': 76, 'tweet_count': 79, 'listed_count': 0}",2970966113,"Reims, France",
,AtticusFinchBr,2018-05-15T22:43:54.000Z,⛪️,https://pbs.twimg.com/profile_images/996524850477977602/80BQLMww_normal.jpg,False,False,AtticusFinchBr,"{'followers_count': 40, 'following_count': 708, 'tweet_count': 176, 'listed_count': 0}",996521583543029761,,
,RearWindow21,2021-11-18T07:41:55.000Z,,https://pbs.twimg.com/profile_images/1490394046979792897/ADK2q00O_normal.jpg,False,False,O.R.,"{'followers_count': 30, 'following_count': 151, 'tweet_count': 561, 'listed_count': 2}",1461238182171791362,,
https://t.co/n3JT8nsWsf,Lawyer04_,2020-02-12T13:52:19.000Z,Avocat au Barreau de l’Essonne. Pour comprendre mes tweets il faut parfois lire « entre les lignes ».,https://pbs.twimg.com/profile_images/1531378995287183368/xzeeb7Cj_normal.jpg,False,False,Maître Keko,"{'followers_count': 57, 'following_count': 757, 'tweet_count': 31, 'listed_count': 0}",1227591179056959490,"Etampes, Frankreich",
,Helene23984278,2021-12-08T12:53:44.000Z,Normal reader woman,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Helene,"{'followers_count': 14, 'following_count': 384, 'tweet_count': 93, 'listed_count': 0}",1468564286801063984,,
,poupoupida,2012-01-04T02:19:09.000Z,,https://pbs.twimg.com/profile_images/1203864243327709187/WipgMxUL_normal.jpg,False,False,poupou pida,"{'followers_count': 76, 'following_count': 947, 'tweet_count': 362, 'listed_count': 2}",454503119,paris,
,Jasminouche60,2019-12-08T11:09:13.000Z,Infirmière en Equipe Mobile Gériatrique,https://pbs.twimg.com/profile_images/1242113401326833664/9AzfqL9W_normal.jpg,False,False,Marie 🦊,"{'followers_count': 66, 'following_count': 376, 'tweet_count': 586, 'listed_count': 0}",1203632493448122369,Entre urgences et ehpad,
,NYtouy,2014-08-16T17:02:38.000Z,🇫🇷🇵🇱 #purposetourParis #purposetourAntwerp #purposetourKrakow #purposestadiumtourMonza #purposestadiumtourLille,https://pbs.twimg.com/profile_images/764946600011718656/CMqs11Gs_normal.jpg,True,False,Ytouy △⃒⃘ ͛,"{'followers_count': 12, 'following_count': 149, 'tweet_count': 149, 'listed_count': 0}",2744561579,"Paris, France",
https://t.co/gPUFwB44Td,brtnz,2009-02-27T15:41:46.000Z,My dog's name is Jess. I'm not a kiwi.,https://pbs.twimg.com/profile_images/1456673514401017870/li-3MuQt_normal.jpg,False,False,Mike,"{'followers_count': 6925, 'following_count': 7621, 'tweet_count': 120249, 'listed_count': 130}",22151817,at home,
,ChloeEberhardt,2013-02-24T14:30:48.000Z,,https://pbs.twimg.com/profile_images/1531001283561365504/x8jAOLFW_normal.jpg,False,False,eberhardt,"{'followers_count': 166, 'following_count': 482, 'tweet_count': 12556, 'listed_count': 0}",1215656245,,
,shabtaymeir,2014-05-25T08:54:25.000Z,"‏ספרן, חקרן, סקרן

M.A in Librarianship and Information Science
 The Hebrew University of Jerusalem",https://pbs.twimg.com/profile_images/583712778948456448/4fpgIRgr_normal.jpg,False,False,Shabtay Meir,"{'followers_count': 148, 'following_count': 133, 'tweet_count': 3576, 'listed_count': 2}",2522263484,,
,R00byy,2020-02-01T22:04:13.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,Rob,"{'followers_count': 0, 'following_count': 272, 'tweet_count': 2, 'listed_count': 0}",1223728744642351104,,
,SimonciniJ,2011-10-30T20:22:19.000Z,,https://pbs.twimg.com/profile_images/1614410659/image_normal.jpg,False,False,Simoncini Jacques,"{'followers_count': 45, 'following_count': 747, 'tweet_count': 55, 'listed_count': 2}",401611035,,
,UniteRoyale2,2022-03-26T10:43:17.000Z,"Pour une France unie, patriote, royaliste. En croisade contre la cancel culture, le Wokistan, le Macronistan, le progressisme.Pionnier #Reconquête #Zemmour2022",https://pbs.twimg.com/profile_images/1507669817662263296/BgpQsLy3_normal.jpg,False,False,Unité Royale II ✞ ⓩ 🌿⚜️⚔️,"{'followers_count': 2672, 'following_count': 4998, 'tweet_count': 1862, 'listed_count': 0}",1507669323791355906,"Vendée, Royaume de France",
https://t.co/V9FZeIq6Ml,gtronchet,2011-01-05T16:45:42.000Z,Conseiller référendaire SE @Courdescomptes • Maison #IGESR • Historien @ENS_ULM @IHMCUMR8066 • Research Fellow @ICMigrations • PhD @SorbonneParis1,https://pbs.twimg.com/profile_images/1323733861956784128/YXDcuVdl_normal.jpg,False,False,Guillaume Tronchet 😷😷😷,"{'followers_count': 1252, 'following_count': 2478, 'tweet_count': 4118, 'listed_count': 53}",234426323,"Paris, France",1512096731563008007
,paul_fortes,2019-10-21T09:41:09.000Z,I listen to you,https://pbs.twimg.com/profile_images/1186225166793265153/f9tCCAja_normal.jpg,False,False,PAUL FORTES,"{'followers_count': 83, 'following_count': 2470, 'tweet_count': 168, 'listed_count': 0}",1186215739243581441,,
https://t.co/eyR8rZjxMI,LeJargonPompier,2015-03-15T21:39:20.000Z,SPP👨‍🚒🚒 / Auteur des 📚 « Le Jargon du Pompier » / #Histoire / Chroniqueur @SoldatsdufeuMag / Co-Founder #Webmedia @rescue18fr & Member @teambestioles 🚒,https://pbs.twimg.com/profile_images/1420696582903697410/zNBTMwbu_normal.jpg,False,False,Le Jargon du Pompier👨‍🚒🇫🇷/🇱🇧,"{'followers_count': 3047, 'following_count': 1544, 'tweet_count': 5383, 'listed_count': 12}",3092200577,Paris,1214892872027299841
,bostannyon,2008-11-17T07:26:35.000Z,,https://pbs.twimg.com/profile_images/430268552441266176/rXfP1MsV_normal.jpeg,False,False,Nikkor,"{'followers_count': 37, 'following_count': 750, 'tweet_count': 1164, 'listed_count': 1}",17436971,,
,RemiP16,2018-05-04T13:06:22.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,RemiP,"{'followers_count': 0, 'following_count': 512, 'tweet_count': 0, 'listed_count': 0}",992389972991889408,,
,yayachenjingshu,2016-03-28T13:34:12.000Z,,https://pbs.twimg.com/profile_images/1125007113162412035/DM33Sy_Z_normal.jpg,False,False,E.C,"{'followers_count': 244, 'following_count': 1462, 'tweet_count': 3688, 'listed_count': 1}",714445487844110336,,
,LAURCLEM1988,2019-03-08T18:36:19.000Z,12/03/1988,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,laurent clemencon,"{'followers_count': 36, 'following_count': 1830, 'tweet_count': 1, 'listed_count': 0}",1104088473772982273,,
,RegnicoBarriac,2018-02-04T10:13:34.000Z,Amateur Archéologie Histoire   bataillons de chasseurs 14-18 Peinture XVI-XIXe total fan de Rugby 🏉L'Aveyron le Lot  le Cantal sont mes racines 👨‍🎓ESCP Promo92,https://pbs.twimg.com/profile_images/994101951443931136/sFb7DwCA_normal.jpg,False,False,Regnico,"{'followers_count': 175, 'following_count': 2005, 'tweet_count': 155, 'listed_count': 0}",960093966099210240,"Hauts-de-Seine, Ile-de-France",
,Guidon71910816,2017-11-14T15:22:21.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Guidon,"{'followers_count': 1, 'following_count': 31, 'tweet_count': 6, 'listed_count': 0}",930455870030442497,,
,MKalio,2017-11-06T19:25:39.000Z,🐛🐽💨 Une fois j'ai fini 6ème à PUBG 💨🤠👉👌,https://pbs.twimg.com/profile_images/951207570034909185/c4ScTOfN_normal.jpg,False,False,Kaliostro,"{'followers_count': 11, 'following_count': 368, 'tweet_count': 102, 'listed_count': 0}",927617995484037120,"Poitiers, Frankreich",
,MugabeCastro,2011-10-19T14:36:04.000Z,"♂ Métissez-vous. Ni dieu, ni maître. Désolé d'avoir été journaliste. Chasseurs sales cons.",https://pbs.twimg.com/profile_images/1425391672175775747/uSEerG8E_normal.jpg,False,False,Castrofidel,"{'followers_count': 286, 'following_count': 1309, 'tweet_count': 7554, 'listed_count': 0}",394067959,Paris,1527902201091342338
,jpbalderacchi,2010-05-15T21:49:12.000Z,,https://pbs.twimg.com/profile_images/2568655871/image_normal.jpg,False,False,Balderacchi JP,"{'followers_count': 292, 'following_count': 2481, 'tweet_count': 11738, 'listed_count': 19}",144293265,Vincennes,
